ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111272,-512.50,-2047.50,-83.3052,-334.8237
115178,-550.50,-1678.50,-302.0062,-1120.7292
119084,-79.50,1168.50,-418.8960,-1212.3571
122990,258.50,2047.50,-233.6840,30.1832
126896,54.50,-147.50,42.0539,1097.7103
130802,-460.50,-2047.50,63.2316,560.9491
134708,-604.50,-1887.50,-191.7692,-842.1758
138614,-188.50,770.50,-391.3049,-1319.2890
142520,221.50,2047.50,-283.8475,-283.7651
146426,85.50,235.50,-23.7630,865.6587
150332,-414.50,-2047.50,46.5695,609.2846
154238,-622.50,-2047.50,-152.4988,-650.3766
158144,-261.50,397.50,-348.8033,-1249.2096
162050,176.50,2047.50,-287.1281,-433.7306
165956,127.50,586.50,-57.1756,693.0050
169862,-366.50,-2047.50,38.1074,622.7761
173768,-610.50,-2047.50,-114.0226,-491.2748
177674,-317.50,119.50,-297.5132,-1115.2854
181580,148.50,2047.50,-268.2123,-459.1114
185486,144.50,771.50,-71.7239,575.4423
189392,-314.50,-2047.50,29.3871,570.8030
193298,-628.50,-2047.50,-92.7787,-428.8848
197204,-392.50,-162.50,-271.1585,-1023.9146
201110,69.50,2047.50,-276.3671,-470.4101
205016,171.50,1082.50,-109.4502,510.3545
208922,-233.50,-1777.50,14.0331,623.7231
212828,-587.50,-2047.50,-53.3973,-231.4275
216734,-402.50,-484.50,-201.7036,-851.4244
220640,67.50,2047.50,-218.9507,-465.3873
224546,196.50,1381.50,-80.6319,441.9578
228452,-207.50,-1471.50,24.0841,662.8156
232358,-617.50,-2047.50,-49.5050,-56.8494
236264,-431.50,-633.50,-197.8387,-666.1064
240170,32.50,2047.50,-214.2768,-379.7451
244076,167.50,1359.50,-87.2889,404.7468
247982,-170.50,-1539.50,6.4678,529.6348
251888,-447.50,-2047.50,-26.5073,-178.3144
255794,-269.50,-403.50,-82.0301,-618.5522
259700,117.50,2047.50,-39.8424,-178.6183
263606,161.50,1363.50,50.1421,540.6160
267512,-224.50,-1615.50,45.0911,484.5230
271418,-539.50,-2047.50,-76.1945,-291.5774
275324,-377.50,-447.50,-172.1710,-647.9727
279230,41.50,2047.50,-128.3052,-120.2184
283136,115.50,1619.50,-17.1000,619.0761
287042,-260.50,-1477.50,-4.4314,566.2146
290948,-623.50,-2047.50,-124.3940,-215.4688
294854,-512.50,-847.50,-237.2084,-635.2960
298760,-47.50,2047.50,-208.9199,-197.8493
302666,128.50,1982.50,-79.9120,580.3852
306572,-189.50,-1114.50,-14.7710,684.2112
310478,-575.50,-2047.50,-83.7705,-15.7180
314384,-512.50,-1228.50,-177.5270,-531.1553
318290,-67.50,2047.50,-160.5081,-239.0802
322196,199.50,2047.50,-42.0444,505.5378
326102,-111.50,-628.50,33.5948,692.4024
330008,-559.50,-2047.50,-29.9698,106.2780
