ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111266,-237.50,-255.50,-38.2449,-41.1943
115172,-123.50,-261.50,-118.4757,-148.5211
119078,-189.50,-196.50,-165.2527,-229.6282
122984,-358.50,-171.50,-204.6630,-226.5540
126890,-399.50,-201.50,-287.9488,-194.1637
130796,-244.50,-251.50,-335.4034,-187.0758
134702,-100.50,-281.50,-271.2042,-208.7216
138608,-136.50,-252.50,-158.7398,-230.9410
142514,-308.50,-206.50,-126.1545,-228.3189
146420,-382.50,-188.50,-200.3349,-202.1741
150326,-270.50,-236.50,-275.3150,-179.2271
154232,-111.50,-239.50,-250.9247,-176.3076
158138,-154.50,-211.50,-164.0107,-177.7538
162044,-335.50,-188.50,-137.6962,-169.1310
165950,-416.50,-189.50,-208.4901,-157.2379
169856,-314.50,-255.50,-281.3461,-157.9119
173762,-175.50,-269.50,-267.4060,-175.2570
177668,-174.50,-225.50,-193.5904,-185.3720
181574,-345.50,-189.50,-160.0868,-171.3724
185480,-446.50,-192.50,-211.4961,-149.2434
189386,-367.50,-254.50,-279.0409,-143.9896
193292,-207.50,-246.50,-274.9468,-154.7799
197198,-168.50,-213.50,-203.8252,-155.4296
201104,-304.50,-145.50,-150.8125,-132.8274
205010,-413.50,-141.50,-171.0779,-99.7764
208916,-345.50,-213.50,-219.1026,-85.6712
212822,-153.50,-276.50,-210.3683,-107.4282
216728,-86.50,-265.50,-133.2823,-143.3727
220634,-220.50,-210.50,-68.5226,-158.6876
224540,-377.50,-200.50,-85.1758,-147.4845
228446,-342.50,-258.50,-149.2960,-136.4766
232352,-158.50,-271.50,-168.5034,-140.1266
236259,-84.50,-246.50,-115.4158,-141.5856
240165,-196.50,-162.50,-59.4117,-123.1096
244071,-360.50,-150.50,-68.0353,-90.2027
247977,-334.50,-197.50,-119.7906,-69.6291
251883,-148.50,-223.50,-133.9157,-71.4958
255789,-46.50,-207.50,-80.6743,-76.9953
259695,-137.50,-137.50,-19.5117,-68.1800
263601,-303.50,-106.50,-15.7147,-44.2987
267507,-306.50,-159.50,-58.5921,-26.0183
271413,-146.50,-203.50,-80.0730,-29.8094
275319,-30.50,-182.50,-46.3147,-40.6068
279225,-92.50,-120.50,3.7529,-35.7230
283131,-246.50,-110.50,16.1799,-19.2889
287037,-289.50,-133.50,-13.2880,-9.8562
290943,-138.50,-177.50,-36.0022,-11.3204
294849,-15.50,-175.50,-14.4918,-15.9555
298755,-63.50,-171.50,25.4582,-22.4366
302661,-237.50,-150.50,32.3994,-33.8399
306567,-274.50,-144.50,1.7794,-39.9920
310473,-160.50,-207.50,-21.0358,-37.5002
314379,-12.50,-242.50,-4.9872,-43.5211
318285,-31.50,-180.50,33.0187,-54.2758
322191,-220.50,-128.50,45.4887,-47.8994
326097,-284.50,-121.50,15.4750,-25.5950
330003,-168.50,-168.50,-12.1693,-5.9754
333909,-10.50,-174.50,1.7674,2.1041
337815,-10.50,-143.50,40.9036,5.0253
341721,-178.50,-112.50,59.1275,7.4544
345627,-278.50,-128.50,36.9326,6.3016
349533,-188.50,-185.50,6.7328,-1.5842
353439,-15.50,-180.50,9.5591,-8.9532
357345,-0.50,-134.50,41.6063,-1.9797
361251,-177.50,-108.50,56.6975,13.3415
365157,-300.50,-130.50,29.5607,17.2767
369063,-210.50,-190.50,-4.3543,4.3791
372969,-45.50,-207.50,-2.1635,-12.6820
376875,-22.50,-173.50,25.4175,-18.2295
380781,-161.50,-111.50,38.2140,-8.1066
384687,-320.50,-120.50,17.2461,7.0044
