ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111272,-270.50,-176.50,-43.6521,-28.2497
115178,-244.50,-445.50,-151.9300,-146.0467
119084,-216.50,-248.50,-231.0850,-286.7466
122990,-342.50,-296.50,-258.4402,-324.3913
126896,-364.50,-307.50,-296.4253,-301.1461
130802,-361.50,-273.50,-333.3062,-283.1742
134708,-284.50,-420.50,-327.9351,-283.8897
138614,-254.50,-396.50,-282.9412,-318.8345
142520,-277.50,-242.50,-240.8635,-327.5464
146426,-376.50,-182.50,-244.3048,-264.1969
150332,-410.50,-354.50,-290.3035,-210.7861
154238,-204.50,-367.50,-301.6396,-233.7504
158144,-342.50,-402.50,-258.0515,-283.7522
162050,-355.50,-461.50,-247.4999,-328.2861
165956,-426.50,-292.50,-285.1170,-346.8448
169862,-346.50,-232.50,-310.3069,-293.5001
173768,-242.50,-291.50,-278.8101,-211.9453
177674,-309.50,-357.50,-222.2551,-184.3488
181580,-466.50,-451.50,-230.4399,-228.0764
185486,-354.50,-239.50,-283.5746,-271.5841
189392,-322.50,-229.50,-283.9057,-237.7382
193298,-310.50,-402.50,-239.7396,-195.8763
197204,-271.50,-344.50,-204.3316,-209.6020
201110,-308.50,-335.50,-185.2053,-221.9398
205016,-457.50,-463.50,-203.4850,-239.6625
208922,-430.50,-386.50,-258.1510,-285.8900
212828,-362.50,-391.50,-286.8452,-301.1718
216734,-344.50,-447.50,-266.8249,-281.0959
220640,-254.50,-240.50,-219.1316,-238.5137
224546,-319.50,-234.50,-165.4293,-162.1054
228452,-361.50,-300.50,-146.8577,-115.1487
232358,-345.50,-374.50,-166.6690,-138.3726
236265,-248.50,-338.50,-174.2113,-175.1265
240171,-281.50,-370.50,-150.7458,-183.8490
244077,-370.50,-224.50,-139.5335,-165.9549
247983,-345.50,-190.50,-154.6388,-117.5006
251889,-362.50,-374.50,-167.4690,-89.6655
255795,-274.50,-351.50,-165.0682,-119.9741
259701,-238.50,-322.50,-137.3700,-146.2545
263607,-271.50,-252.50,-97.4944,-134.1444
267513,-352.50,-236.50,-84.9657,-106.5518
271419,-367.50,-314.50,-111.7009,-91.8546
275325,-242.50,-335.50,-132.2262,-98.7576
279231,-317.50,-265.50,-122.7604,-97.4917
283137,-336.50,-303.50,-119.9920,-86.3309
287043,-367.50,-225.50,-128.6742,-85.3445
290949,-377.50,-282.50,-135.7291,-81.0800
294855,-278.50,-321.50,-133.5012,-74.9834
298761,-274.50,-303.50,-111.8694,-74.3668
302667,-340.50,-266.50,-95.6298,-71.7217
306573,-480.50,-333.50,-120.3360,-82.7631
310479,-440.50,-358.50,-171.7402,-115.6963
314385,-388.50,-431.50,-197.3064,-147.5008
318291,-324.50,-348.50,-180.3765,-153.4027
322197,-412.50,-312.50,-155.0405,-128.2051
326103,-462.50,-334.50,-155.3719,-106.5862
330009,-516.50,-464.50,-180.6805,-129.3838
333915,-380.50,-416.50,-196.6530,-169.8832
337821,-341.50,-376.50,-173.5084,-166.6673
341727,-349.50,-320.50,-132.0628,-125.5842
345633,-422.50,-314.50,-107.9976,-93.2218
349539,-432.50,-357.50,-107.8577,-86.5348
353445,-377.50,-413.50,-114.8121,-97.5249
357351,-335.50,-413.50,-112.2415,-111.4486
361257,-367.50,-346.50,-104.6103,-114.0674
365163,-457.50,-335.50,-107.7261,-104.3323
369069,-488.50,-383.50,-126.6502,-99.9332
372975,-368.50,-404.50,-133.4232,-103.3979
376881,-345.50,-415.50,-110.9666,-102.2591
380787,-369.50,-356.50,-89.7147,-95.1944
384693,-463.50,-366.50,-93.0333,-91.0636
388599,-447.50,-351.50,-105.7047,-91.6593
392505,-367.50,-399.50,-98.1016,-85.8835
396411,-316.50,-412.50,-69.9734,-77.2793
400317,-318.50,-354.50,-45.2204,-71.0386
404223,-392.50,-349.50,-35.2382,-65.9012
408129,-430.50,-354.50,-39.8867,-66.2923
412035,-374.50,-408.50,-46.9143,-68.5553
415941,-317.50,-401.50,-43.3806,-66.4171
419847,-316.50,-321.50,-33.0245,-50.4636
423753,-386.50,-293.50,-26.5854,-23.2738
427659,-444.50,-316.50,-31.6648,-7.3288
431565,-431.50,-405.50,-47.6275,-15.6955
435471,-367.50,-429.50,-62.4860,-40.0134
439377,-341.50,-389.50,-62.5823,-58.0082
443283,-409.50,-365.50,-52.1623,-62.0229
447189,-468.50,-345.50,-49.0140,-58.2356
451095,-446.50,-433.50,-55.8625,-54.5476
455001,-372.50,-468.50,-59.2228,-63.1520
458907,-338.50,-402.50,-50.1585,-71.0503
462813,-431.50,-365.50,-41.5564,-62.1404
466719,-464.50,-373.50,-45.6605,-51.3863
470625,-463.50,-418.50,-51.9092,-49.5052
474531,-399.50,-452.50,-54.1827,-50.8854
478437,-357.50,-463.50,-50.7927,-57.2702
482343,-406.50,-393.50,-41.1512,-66.9173
486249,-495.50,-404.50,-39.0591,-69.8738
490155,-485.50,-447.50,-49.3993,-69.7375
494061,-399.50,-466.50,-53.7610,-67.5268
497967,-366.50,-450.50,-43.3684,-59.1885
501873,-417.50,-392.50,-33.3583,-49.2589
505779,-520.50,-393.50,-39.5911,-43.0231
509685,-452.50,-436.50,-47.4912,-43.7879
513591,-384.50,-465.50,-31.1544,-45.8628
517497,-353.50,-460.50,-6.8488,-43.3986
521403,-395.50,-383.50,0.6064,-35.4875
525309,-463.50,-338.50,-4.0865,-17.2418
529215,-453.50,-367.50,-6.1384,6.5125
533121,-382.50,-431.50,2.8809,19.4140
537027,-314.50,-441.50,20.0487,14.5048
540933,-356.50,-382.50,34.7536,4.2104
544839,-402.50,-336.50,41.7952,5.2824
548745,-464.50,-375.50,40.4248,15.3254
552651,-408.50,-447.50,28.2785,17.4218
556557,-335.50,-459.50,19.3709,6.9616
560463,-350.50,-383.50,24.7592,0.5582
564369,-431.50,-350.50,31.8625,8.5347
568275,-445.50,-377.50,33.7673,18.7092
572181,-390.50,-432.50,38.0910,21.4976
576087,-312.50,-448.50,48.4958,19.6849
579993,-324.50,-417.50,59.9123,15.1482
583899,-403.50,-352.50,63.6878,13.0478
587805,-436.50,-367.50,59.8308,19.7742
591711,-385.50,-430.50,58.6828,27.4844
595617,-289.50,-452.50,68.4064,27.7901
599523,-305.50,-388.50,82.9115,29.0807
603429,-398.50,-353.50,83.4155,36.4339
607335,-463.50,-367.50,65.7845,40.2312
611241,-432.50,-459.50,45.4210,31.5003
615147,-364.50,-512.50,34.2460,9.0360
619053,-352.50,-447.50,31.9515,-10.1237
622959,-432.50,-400.50,30.5522,-9.7303
626865,-469.50,-367.50,28.2344,4.8111
630771,-438.50,-430.50,32.0051,22.7847
634677,-360.50,-462.50,41.0984,33.5220
638583,-321.50,-427.50,51.7215,36.8667
642489,-405.50,-412.50,58.3745,33.0226
646395,-484.50,-388.50,51.3243,21.5735
650301,-456.50,-425.50,38.4689,18.1512
654207,-386.50,-459.50,34.3212,27.7126
658113,-352.50,-459.50,36.9093,35.3540
662019,-428.50,-413.50,36.0107,31.1434
665925,-463.50,-373.50,33.2908,25.8958
669831,-465.50,-423.50,38.0176,30.3076
673737,-382.50,-460.50,46.3690,37.8811
677643,-332.50,-473.50,54.5719,39.5714
681549,-376.50,-412.50,62.6975,34.1613
685455,-454.50,-369.50,66.0223,33.0846
689361,-460.50,-424.50,63.8471,38.8004
693267,-374.50,-473.50,63.6265,40.2757
697173,-322.50,-519.50,70.3109,30.1467
701079,-370.50,-431.50,75.7162,15.2591
704985,-438.50,-383.50,74.5423,16.4459
708891,-457.50,-406.50,72.2682,33.0950
712797,-365.50,-450.50,75.8284,49.3271
716703,-305.50,-458.50,87.3118,59.9305
720609,-357.50,-424.50,93.8570,61.6142
724515,-413.50,-383.50,90.0711,55.4485
728421,-440.50,-369.50,88.6078,55.8171
732327,-381.50,-432.50,91.1655,68.6016
736233,-337.50,-484.50,89.2177,73.4212
740139,-342.50,-434.50,82.9933,61.7242
744045,-430.50,-401.50,78.3656,48.7436
747951,-422.50,-373.50,81.6859,47.8653
751857,-335.50,-431.50,102.0325,61.1928
755763,-234.50,-453.50,136.1212,75.3159
759669,-213.50,-416.50,170.8608,81.2411
763575,-292.50,-365.50,195.1488,82.3346
767481,-367.50,-361.50,197.3550,82.9955
771387,-340.50,-446.50,178.1118,80.2659
775293,-278.50,-458.50,153.3473,72.9438
779199,-315.50,-442.50,129.2937,69.1156
783105,-399.50,-373.50,102.5720,69.9422
787011,-470.50,-358.50,78.4439,75.6146
790917,-455.50,-434.50,59.6531,80.3118
794823,-368.50,-484.50,47.1204,73.5239
798729,-335.50,-421.50,47.5881,68.0761
802635,-419.50,-384.50,54.8163,74.6695
806541,-454.50,-347.50,59.8278,83.3432
810447,-412.50,-409.50,69.9259,89.1177
814353,-331.50,-450.50,85.2571,90.6807
818259,-302.50,-438.50,95.6262,88.7877
822165,-397.50,-367.50,93.0102,88.7096
826071,-456.50,-345.50,79.2254,92.7018
829977,-450.50,-417.50,67.8772,92.5614
833883,-326.50,-441.50,70.9312,86.8408
837789,-302.50,-456.50,86.6064,83.9904
841695,-374.50,-396.50,94.4388,80.4684
845601,-447.50,-358.50,87.0471,77.6076
849507,-411.50,-399.50,83.7264,79.8324
853413,-309.50,-461.50,97.8757,80.9017
857319,-272.50,-453.50,117.5571,79.3175
861225,-336.50,-381.50,122.7493,82.2551
865131,-414.50,-361.50,113.7109,88.1730
869037,-417.50,-396.50,104.8913,87.4402
872943,-342.50,-446.50,102.3347,83.1074
876849,-266.50,-447.50,106.1306,83.7668
880755,-290.50,-387.50,117.3020,89.4283
884661,-392.50,-337.50,126.4691,96.9874
888567,-408.50,-367.50,124.1403,102.6002
892473,-336.50,-399.50,117.7896,107.6491
896379,-269.50,-399.50,115.5018,119.1905
900285,-282.50,-354.50,118.1463,132.6391
904191,-403.50,-303.50,117.8324,138.9124
908097,-412.50,-316.50,109.6226,140.2032
912003,-334.50,-351.50,107.7866,144.4621
915909,-280.50,-413.50,113.0944,147.2702
919815,-282.50,-367.50,114.0787,138.4610
923721,-388.50,-344.50,110.3049,122.5366
927627,-430.50,-344.50,101.8078,107.7176
931533,-376.50,-383.50,92.9962,103.0571
935439,-276.50,-417.50,92.3520,109.3340
939345,-278.50,-386.50,100.3234,114.2340
943251,-366.50,-334.50,106.8812,113.0665
947157,-431.50,-319.50,103.8709,111.9846
951063,-356.50,-368.50,99.6366,115.7059
954969,-296.50,-417.50,100.8598,118.6110
958875,-296.50,-396.50,97.1954,114.4955
962781,-389.50,-367.50,84.8382,102.9398
966687,-442.50,-344.50,73.1541,89.4766
970593,-420.50,-410.50,66.8618,80.9355
974499,-330.50,-441.50,63.0352,76.8541
978405,-333.50,-454.50,57.2979,72.0356
982311,-388.50,-409.50,50.4161,60.0995
986217,-452.50,-344.50,50.0246,53.6246
