ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
1166830148,-36.50,-1568.50,-5.3099,-256.3368
1166830148,-36.50,-1568.50,-21.2153,-904.8972
1166830148,-36.50,-1568.50,-34.5751,-1449.3510
1166830148,-36.50,-1568.50,-38.4449,-1606.5250
1166830148,-36.50,-1568.50,-37.7053,-1575.6387
1166830148,-36.50,-1568.50,-35.8692,-1500.0416
1166830148,-36.50,-1568.50,-33.9688,-1421.8490
1166830148,-36.50,-1568.50,-32.6257,-1366.4134
1166830148,-36.50,-1568.50,-32.3177,-1353.2146
1166830148,-36.50,-1568.50,-32.5992,-1364.0544
1166830148,-36.50,-1568.50,-32.3873,-1354.7655
1166830148,-36.50,-1568.50,-31.2506,-1307.7581
1166830148,-36.50,-1568.50,-29.9383,-1253.6021
1166830148,-36.50,-1568.50,-29.3889,-1230.5807
1166830148,-36.50,-1568.50,-29.5206,-1235.3437
1166830148,-36.50,-1568.50,-29.3815,-1229.0509
1166830148,-36.50,-1568.50,-28.4190,-1189.1778
1166830148,-36.50,-1568.50,-27.1803,-1138.0543
1166830148,-36.50,-1568.50,-26.5564,-1112.0228
1166830148,-36.50,-1568.50,-26.6105,-1113.6496
1166830148,-36.50,-1568.50,-26.5292,-1109.7511
1166830148,-36.50,-1568.50,-25.7150,-1075.9565
1166830148,-36.50,-1568.50,-24.5539,-1028.0264
1166830148,-36.50,-1568.50,-23.8746,-999.7597
1166830148,-36.50,-1568.50,-23.8533,-998.3427
1166830148,-36.50,-1568.50,-23.8113,-996.0757
1166830148,-36.50,-1568.50,-23.1309,-967.7704
1166830148,-36.50,-1568.50,-22.0560,-923.3838
1166830148,-36.50,-1568.50,-21.3405,-893.6680
1166830148,-36.50,-1568.50,-21.2479,-889.3689
1166830148,-36.50,-1568.50,-21.2287,-888.0615
1166830148,-36.50,-1568.50,-20.6669,-864.6233
1166830148,-36.50,-1568.50,-19.6833,-823.9912
1166830148,-36.50,-1568.50,-18.9491,-793.5395
111269,-336.50,-1519.50,-67.9478,-778.5735
115175,-121.50,2047.50,-156.5970,-172.9689
119081,57.50,2047.50,-142.0222,1336.2397
122987,-46.50,-995.50,-39.7403,2115.8798
126893,-326.50,-2047.50,-38.3588,1073.4027
130799,-385.50,-2030.50,-171.3671,-476.4314
134705,-156.50,2047.50,-264.6058,-643.6706
138611,79.50,2047.50,-186.1566,837.0717
142517,-10.50,-160.50,-32.6294,1964.5000
146423,-271.50,-2047.50,2.5187,1353.8673
150329,-340.50,-2047.50,-106.1851,-76.5006
154235,-124.50,2047.50,-191.7802,-436.3984
158141,117.50,2047.50,-127.0934,797.4857
162047,71.50,562.50,14.4256,1889.3185
165953,-213.50,-2047.50,57.2228,1499.2070
169859,-355.50,-2047.50,-48.7730,185.8882
173765,-194.50,2047.50,-165.6367,-265.9558
177671,48.50,2047.50,-153.1744,791.1946
181577,23.50,1245.50,-48.3389,1834.5533
185483,-208.50,-2047.50,-1.0538,1606.6286
189389,-351.50,-2047.50,-68.0730,387.2152
193295,-212.50,1234.50,-151.2196,-255.5976
197201,50.50,2047.50,-133.6466,465.2100
201107,90.50,1846.50,-28.2104,1503.2774
205013,-143.50,-2047.50,37.0098,1582.7044
208919,-335.50,-2047.50,-14.2981,535.2884
212825,-241.50,383.50,-108.1897,-244.5528
216731,57.50,2047.50,-115.2838,176.0813
