ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111274,-1954.50,2047.50,-319.5852,336.1655
115180,-2047.50,2047.50,-1142.7867,1180.8689
119086,-527.50,-846.50,-1610.3986,1415.7649
122992,2047.50,-2047.50,-788.8110,228.5395
126898,2047.50,-2047.50,830.6710,-1310.9496
130804,-1327.50,2047.50,1418.4409,-1444.4063
134710,-2047.50,2047.50,236.3817,81.5510
138616,-915.50,319.50,-1095.6245,1308.7408
142522,2047.50,-2047.50,-909.9213,801.7929
146428,2047.50,-2047.50,505.8520,-679.2334
150334,-860.50,2047.50,1253.7009,-1144.2632
154240,-2047.50,2047.50,383.2043,68.9226
158146,-1295.50,1102.50,-870.6591,1257.1664
162052,2047.50,-2047.50,-888.9230,989.8592
165958,2047.50,-2047.50,351.9185,-370.0858
169864,-401.50,2047.50,1145.5005,-933.3261
173770,-2047.50,2047.50,491.2135,99.4964
177676,-1640.50,2047.50,-691.5994,1276.0436
181582,2047.50,-2047.50,-857.5251,1229.1842
185488,2047.50,-2047.50,244.1800,-54.3347
189394,60.50,1424.50,1061.1027,-834.7449
193300,-2047.50,2047.50,578.3122,-116.8027
197206,-1886.50,2047.50,-530.7865,932.6961
201112,1690.50,-2047.50,-847.9473,988.6404
205018,2047.50,-2047.50,51.1738,-104.0553
208924,553.50,-88.50,887.7101,-974.3750
212830,-2047.50,2047.50,624.3734,-640.1883
216736,-2047.50,2047.50,-375.0748,363.7597
220642,1069.50,-2047.50,-839.1144,692.7223
224548,2047.50,-2047.50,-184.5113,-152.7473
228454,916.50,-988.50,640.9470,-989.5946
232360,-2047.50,2047.50,579.9081,-848.5166
236267,-2047.50,2047.50,-270.3600,80.8196
240173,576.50,-2047.50,-759.5504,489.9874
244079,2047.50,-2047.50,-272.7484,-229.4938
247985,1302.50,-1683.50,504.7249,-1010.7132
251891,-2047.50,2047.50,562.1819,-962.2328
255797,-2047.50,2047.50,-194.4090,-84.0254
259703,111.50,-2047.50,-702.0542,341.4875
263609,2047.50,-2047.50,-337.6766,-314.2340
267515,1697.50,-2047.50,411.3606,-1002.1484
271421,-1905.50,2047.50,584.0008,-935.9292
275327,-2047.50,2047.50,-79.3545,-99.8069
279233,-368.50,-1312.50,-619.8014,377.3571
283139,2047.50,-2047.50,-386.8887,-101.0061
287045,2047.50,-2047.50,330.1257,-709.9827
290951,-1458.50,2047.50,640.3848,-699.2810
294857,-2047.50,2047.50,121.4211,14.0540
298763,-832.50,71.50,-459.6680,547.6414
302669,2047.50,-2047.50,-394.4833,343.0034
306575,2047.50,-2047.50,219.4541,-251.2128
310481,-1004.50,2047.50,555.4091,-431.7925
314387,-2047.50,2047.50,171.9016,121.0597
318293,-1194.50,848.50,-352.2629,603.8982
322199,2047.50,-2047.50,-357.2942,492.8790
326105,2047.50,-2047.50,185.0108,-65.3497
330011,-554.50,2047.50,511.0026,-262.6499
333917,-2047.50,2047.50,209.9735,244.2585
337823,-1536.50,1760.50,-279.2574,721.4582
341729,2047.50,-2047.50,-329.4562,701.9226
345635,2047.50,-2047.50,175.3993,131.7228
349541,-79.50,2047.50,497.5399,-116.5564
353447,-2047.50,2047.50,255.3099,358.3865
357353,-1806.50,2047.50,-213.7682,743.1119
361259,1946.50,-2047.50,-303.7863,643.8595
365165,2047.50,-2047.50,160.8765,77.2233
369071,400.50,306.50,478.6821,-352.8706
372977,-2047.50,2047.50,290.9336,-242.0046
376883,-2028.50,2047.50,-164.4020,154.2540
380789,1261.50,-2047.50,-370.9140,320.2589
384695,2047.50,-2047.50,-67.5237,-50.6371
388601,814.50,-766.50,274.9163,-453.4419
392507,-2047.50,2047.50,244.2681,-489.7342
396413,-2047.50,2047.50,-117.2004,-116.2743
400319,722.50,-2047.50,-331.9340,109.7246
404225,2047.50,-2047.50,-131.5747,-197.5184
408131,1188.50,-1480.50,180.1347,-537.9560
412037,-2047.50,2047.50,207.4873,-587.9561
415943,-2047.50,2047.50,-112.8897,-216.1945
419849,247.50,-2047.50,-313.6372,-20.1719
423755,2047.50,-2047.50,-159.4890,-343.2166
427661,1591.50,-2015.50,147.7530,-623.3548
431567,-2029.50,2047.50,213.6305,-623.0643
435473,-2047.50,2047.50,-105.4750,-227.1756
439379,-201.50,-1759.50,-310.1279,-46.6609
443285,2047.50,-2047.50,-179.4592,-359.9014
447191,2033.50,-2047.50,153.3460,-547.8687
451097,-1602.50,2047.50,324.2067,-437.4786
455003,-2047.50,2047.50,74.3929,-54.1163
458909,-706.50,-309.50,-195.2772,186.8521
462815,2047.50,-2047.50,-189.6109,95.9136
466721,2047.50,-2047.50,78.5790,-109.2158
470627,-1160.50,2047.50,252.8980,-163.1476
474533,-2047.50,2047.50,86.3998,102.2828
478439,-1087.50,589.50,-131.6161,300.7079
482345,2047.50,-2047.50,-148.2354,278.7173
486251,2047.50,-2047.50,84.5362,76.0101
490157,-687.50,2047.50,229.9214,12.4692
494063,-2047.50,2047.50,102.6972,267.0543
497969,-1431.50,1459.50,-88.9458,446.6702
501875,2047.50,-2047.50,-112.4736,455.7598
505781,2047.50,-2047.50,116.1858,215.3391
509687,-213.50,2047.50,238.1612,142.1041
513593,-2047.50,2047.50,122.2466,418.8893
