ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111263,2047.50,2047.50,336.1655,336.1655
115169,2047.50,2047.50,1180.8689,1180.8689
119075,2047.50,2047.50,1889.9634,1889.9634
122981,-2047.50,-2047.50,1423.6461,1423.6461
126887,-2047.50,-2047.50,-307.6949,-307.6949
130793,-2047.50,2047.50,-1825.7987,-1154.8095
134699,2047.50,2047.50,-1666.4688,24.6029
138605,2047.50,2047.50,32.9446,1452.5465
142511,-2047.50,-2047.50,961.4910,1371.2694
146417,-2047.50,-2047.50,-101.7938,-182.3752
150323,-2047.50,-2047.50,-1469.5248,-1666.6862
154229,2047.50,2047.50,-1432.2804,-1636.2076
158135,2047.50,2047.50,36.6517,-107.9363
162041,-2047.50,-2047.50,832.0808,797.6239
165947,-2047.50,-2047.50,-150.9626,-122.7404
169853,-2047.50,-2047.50,-1345.3175,-1369.5801
173759,2047.50,2047.50,-1262.9747,-1385.5861
177665,2047.50,2047.50,74.9182,-66.3316
181571,-2047.50,-2047.50,741.6270,681.5599
185477,-2047.50,-2047.50,-201.5594,-189.1804
189383,-2047.50,-2047.50,-1247.0741,-1263.5224
193289,2047.50,2047.50,-1105.3472,-1209.3543
197195,2047.50,2047.50,128.4958,-4.8451
201101,-2047.50,-2047.50,669.1574,601.2435
205007,-2047.50,-2047.50,-257.7495,-253.5458
208913,-2047.50,-2047.50,-1171.9214,-1182.1247
212819,2047.50,2047.50,-959.5063,-1047.6623
216725,2047.50,2047.50,194.5284,69.5160
220631,-2047.50,-2047.50,614.2391,540.4989
224537,-2047.50,-2047.50,-316.3193,-320.0501
228443,-2047.50,-2047.50,-1117.1993,-1123.1467
232349,2047.50,2047.50,-826.8738,-900.7147
236256,2047.50,2047.50,269.4556,153.6845
240162,-2047.50,-2047.50,575.8815,498.3647
244068,-2047.50,-2047.50,-374.4798,-385.7238
247974,-2047.50,-2047.50,-1080.0870,-1083.5302
251880,2047.50,2047.50,-708.2401,-769.3883
255786,2047.50,2047.50,350.0699,244.0903
259692,2047.50,-2047.50,1223.7370,473.3138
263598,-2047.50,-2047.50,1261.0609,-448.1314
267504,-2047.50,-2047.50,361.7922,-1060.1787
271410,1328.50,2047.50,-311.9117,-653.9555
275316,2047.50,2047.50,56.0553,337.5999
279222,2047.50,2047.50,767.8429,1134.5474
283128,-2047.50,-2047.50,933.9798,1185.6465
287034,-2047.50,-2047.50,241.4515,369.4681
290940,-2047.50,2047.50,-774.6805,-144.4349
294846,2047.50,2047.50,-1190.1288,350.9505
298752,2047.50,2047.50,-398.9172,940.9857
302658,-2047.50,-2047.50,433.9313,930.8588
306564,-2047.50,-2047.50,162.0838,224.3795
310470,-2047.50,-2047.50,-591.3075,-765.2446
314376,2047.50,2047.50,-905.7178,-1219.7794
318282,2047.50,2047.50,-258.7340,-487.9302
322188,-2047.50,-2047.50,329.5669,354.8935
326094,-2047.50,-2047.50,-3.7148,155.1854
330000,-2047.50,-2047.50,-572.5333,-557.7398
333906,2047.50,2047.50,-702.9777,-914.9703
337812,2047.50,2047.50,-108.0584,-335.4942
341718,-2047.50,-2047.50,270.3254,249.4995
345624,-2047.50,-2047.50,-152.0750,-20.6761
349530,-2047.50,-2047.50,-578.9929,-544.1106
353436,2047.50,2047.50,-530.7529,-704.6693
357342,2047.50,2047.50,45.5534,-172.7411
361248,-2047.50,-2047.50,239.7951,193.4028
365154,-2047.50,-2047.50,-286.6648,-176.1691
369060,-2047.50,-2047.50,-605.8894,-556.0106
372966,2047.50,2047.50,-387.0188,-526.9531
376872,2047.50,2047.50,198.2120,-8.0591
380778,-2047.50,-2047.50,234.1972,167.1278
384684,-2047.50,-2047.50,-405.6793,-316.3664
388590,-2047.50,-2047.50,-648.2334,-588.4966
392496,2047.50,2047.50,-270.2243,-379.3426
396402,2047.50,2047.50,346.1322,154.6954
400308,-2047.50,-2047.50,249.5592,166.6329
404214,-2047.50,-2047.50,-508.0693,-439.5576
408120,-2047.50,-2047.50,-701.4762,-636.3650
412026,2047.50,2047.50,-178.3317,-260.0675
