ts_us,raw_ch0,raw_ch1,filt_ch0,filt_ch1
111269,-258.50,-166.50,-41.6858,-26.6111
115175,-378.50,-175.50,-168.9311,-97.6761
119081,-224.50,-107.50,-283.5725,-148.6771
122987,16.50,-110.50,-248.1723,-141.0860
126893,80.50,-111.50,-91.6754,-116.5182
130799,-232.50,-120.50,-2.6895,-104.3690
134705,-376.50,-145.50,-93.5352,-105.3593
138611,-297.50,-177.50,-239.1588,-120.9803
142517,-9.50,-149.50,-254.7048,-140.6770
146423,111.50,-56.50,-118.1318,-130.5986
150329,-109.50,-98.50,8.9813,-91.1419
154235,-298.50,-128.50,-16.2512,-70.4667
158141,-271.50,-188.50,-132.8572,-89.7373
162047,-79.50,-156.50,-187.9983,-123.7590
165953,16.50,-175.50,-134.0363,-143.8695
169859,-116.50,-171.50,-60.3805,-149.0580
173765,-336.50,-143.50,-73.4057,-140.2238
177671,-277.50,-143.50,-152.6595,-117.8477
181577,-36.50,-143.50,-172.4789,-100.7246
185483,79.50,-157.50,-88.5459,-101.0110
189389,-62.50,-85.50,-0.9164,-99.3044
193295,-285.50,-207.50,-12.4560,-94.1378
197201,-330.50,-177.50,-105.8806,-109.5523
201107,16.50,-100.50,-147.0103,-113.4727
205013,157.50,-128.50,-55.5812,-88.8292
208919,35.50,-66.50,60.4202,-63.9325
212825,-248.50,-145.50,62.5819,-50.3857
216731,-410.50,-270.50,-56.7329,-78.1254
220637,-88.50,-127.50,-161.0441,-122.7049
224543,-28.50,-210.50,-144.2013,-131.0235
228449,-109.50,-136.50,-89.5530,-122.6623
232355,-281.50,-142.50,-87.9280,-104.6923
236261,-395.50,-239.50,-133.2827,-93.7157
240167,-161.50,-122.50,-167.7214,-98.7795
244073,75.50,-190.50,-120.6544,-94.7545
247979,-108.50,-297.50,-46.0580,-118.5641
251885,-312.50,-100.50,-56.0508,-145.6783
255791,-546.50,-250.50,-154.6115,-124.3480
259697,-301.50,-287.50,-249.3547,-123.4536
263603,55.50,-160.50,-219.0924,-143.7093
267509,30.50,-110.50,-82.1254,-115.2558
271415,-256.50,-62.50,-2.9084,-51.7832
275321,-420.50,-136.50,-49.8883,-5.7994
279227,-134.50,-98.50,-107.6688,3.6544
283133,17.50,-142.50,-76.4192,-6.5311
287039,48.50,-175.50,-10.7504,-34.4509
290945,-218.50,-124.50,7.4012,-62.3462
294851,-312.50,-76.50,-27.6329,-48.5466
298757,-180.50,-159.50,-55.0892,-16.4534
302663,-63.50,-157.50,-50.1566,-17.5567
306569,130.50,-82.50,-20.9655,-29.3092
310475,-82.50,-100.50,29.8473,-18.8090
314381,-271.50,-80.50,46.4858,-0.5705
318287,-160.50,-72.50,22.9419,18.7616
322193,-3.50,-175.50,12.2661,19.4773
326099,112.50,-8.50,25.1897,8.2975
330005,-17.50,-33.50,51.9287,29.4487
333911,-326.50,-74.50,48.0031,53.3062
337817,-277.50,-79.50,-8.9326,48.9534
341723,-116.50,-110.50,-61.1017,34.9761
345629,211.50,-73.50,-38.2929,22.0818
349535,19.50,-69.50,50.0755,17.7309
353441,-271.50,-111.50,87.7225,14.4844
357347,-241.50,-104.50,42.4695,7.3388
361253,-69.50,-175.50,0.0624,-3.6907
365159,63.50,-111.50,-7.2519,-19.3560
369065,-4.50,-80.50,6.1746,-18.5909
372971,-285.50,-152.50,11.0280,-11.1803
376877,-288.50,-143.50,-10.8291,-19.3582
380783,-186.50,-260.50,-40.3299,-43.5404
384689,112.50,-58.50,-42.3050,-56.1311
388595,-26.50,-180.50,-7.5576,-38.3852
392501,-213.50,-79.50,15.8869,-23.2415
396407,-328.50,-111.50,3.7260,-6.0260
400313,-128.50,-146.50,-16.0288,11.5900
404219,148.50,-69.50,1.0079,16.8999
408125,46.50,-56.50,48.5359,29.7462
412031,-252.50,-236.50,52.2301,14.1716
415937,-368.50,-194.50,-2.5381,-43.9657
419843,-208.50,-161.50,-53.2888,-70.9330
423749,134.50,-111.50,-40.1728,-43.1572
427655,68.50,-138.50,23.7299,-13.0505
431561,-196.50,-111.50,53.4974,-6.0696
435467,-347.50,-172.50,22.4378,-9.3739
439373,-213.50,-168.50,-17.7195,-16.4075
443279,112.50,-116.50,-13.5315,-16.3922
447185,139.50,-50.50,40.0155,5.2897
451091,-237.50,-166.50,61.3783,19.8028
454997,-353.50,-143.50,11.0232,3.5823
458903,-152.50,-205.50,-20.4419,-17.8368
462809,128.50,-144.50,22.2262,-28.3026
466715,165.50,-81.50,85.5808,-18.1212
470621,-52.50,-63.50,112.8374,13.6865
474527,-282.50,-156.50,95.8736,33.0537
478433,-229.50,-164.50,55.6014,21.0659
482339,48.50,-129.50,28.5269,4.6800
486245,123.50,-108.50,33.0440,2.9195
490151,-67.50,-108.50,45.1707,5.6363
494057,-285.50,-144.50,43.0943,6.3811
497963,-265.50,-159.50,28.0273,5.9896
501869,27.50,-109.50,20.0866,11.6413
505775,149.50,-79.50,36.9228,25.8069
509681,-61.50,-86.50,51.6289,35.6641
513587,-338.50,-148.50,30.0095,29.7931
517493,-272.50,-144.50,-3.0331,17.2136
521399,-15.50,-111.50,-2.0952,17.9819
525305,141.50,-101.50,26.3968,27.0974
529211,-32.50,-111.50,44.0143,24.7427
533117,-276.50,-157.50,34.8561,10.5591
537023,-318.50,-192.50,13.3958,-5.8121
540929,-42.50,-145.50,5.4165,-12.0757
544835,144.50,-106.50,23.7302,-1.5734
548741,19.50,-90.50,46.3401,14.3760
552647,-256.50,-111.50,45.3502,25.9504
556553,-308.50,-143.50,27.3063,32.1979
560459,-107.50,-142.50,13.9203,31.4356
564365,103.50,-108.50,12.3693,25.8603
568271,16.50,-116.50,15.9448,18.0025
572177,-239.50,-148.50,14.6019,7.1425
576083,-372.50,-153.50,1.6212,1.8726
579989,-156.50,-128.50,-14.0655,12.0302
583895,70.50,-102.50,-14.1215,28.0768
587801,48.50,-86.50,0.0544,35.4901
591707,-232.50,-141.50,8.5862,29.7246
595613,-351.50,-162.50,2.6475,16.1891
599519,-163.50,-149.50,-0.3403,9.9536
603425,73.50,-137.50,10.6016,11.3309
607331,78.50,-111.50,23.4279,9.7823
611237,-206.50,-152.50,22.6367,4.5278
615143,-382.50,-193.50,2.2003,-4.8132
619049,-239.50,-189.50,-19.9750,-13.7747
622955,21.50,-169.50,-24.0970,-17.6111
626861,80.50,-127.50,-11.1119,-16.8064
630767,-186.50,-152.50,0.2312,-11.8289
634673,-356.50,-185.50,-2.9318,-8.2980
638579,-254.50,-185.50,-7.2197,-7.0289
642485,-24.50,-148.50,-8.8308,-3.0665
646391,59.50,-108.50,-14.1962,5.0404
650297,-177.50,-143.50,-21.4193,10.8851
654203,-361.50,-169.50,-27.2930,8.7922
658109,-282.50,-200.50,-22.1446,2.6317
662015,-10.50,-136.50,-5.4906,1.0325
665921,53.50,-93.50,4.1482,12.6970
669827,-136.50,-129.50,-5.7045,25.2417
673733,-360.50,-175.50,-20.8449,21.0521
677639,-335.50,-197.50,-26.7818,7.5743
681545,-78.50,-167.50,-25.7599,-1.4928
685451,74.50,-111.50,-18.8299,0.7342
689357,-78.50,-118.50,-7.6152,11.6355
693263,-335.50,-162.50,-1.1679,18.7642
697169,-361.50,-204.50,-6.7120,14.2953
701075,-84.50,-161.50,-12.5698,6.0271
704981,75.50,-120.50,-5.8394,6.6602
708887,-34.50,-113.50,5.3555,14.3469
712793,-268.50,-153.50,17.0496,20.2388
716699,-354.50,-185.50,23.5012,20.8018
720605,-114.50,-177.50,17.5381,16.0405
724511,91.50,-149.50,13.9661,7.4030
728417,15.50,-136.50,21.8214,-0.6293
732323,-296.50,-161.50,24.0176,-1.6536
736229,-389.50,-185.50,6.5693,4.6246
740135,-173.50,-176.50,-12.4203,11.7206
744041,57.50,-144.50,-13.6150,13.4176
747947,16.50,-148.50,-2.2273,7.3260
751853,-254.50,-190.50,7.9562,-5.0909
755759,-345.50,-207.50,13.8475,-14.4436
759665,-148.50,-186.50,26.0116,-10.7931
763571,112.50,-124.50,46.4230,4.7482
767477,107.50,-99.50,66.8126,24.0447
771383,-189.50,-111.50,72.6252,40.0823
775289,-349.50,-153.50,56.5947,49.6088
779195,-196.50,-142.50,37.4531,52.9727
783101,34.50,-106.50,26.9101,54.1151
787007,48.50,-78.50,16.9288,55.5176
790913,-218.50,-116.50,2.7836,54.5856
794819,-392.50,-180.50,-11.4064,44.9228
798725,-271.50,-206.50,-16.3864,24.9414
802631,10.50,-162.50,-9.1860,5.8201
806537,83.50,-143.50,5.8381,-2.8205
810443,-143.50,-150.50,19.6142,-3.2421
814349,-354.50,-186.50,24.3063,1.3747
818255,-271.50,-214.50,23.0418,4.5393
822161,-11.50,-172.50,21.1573,1.8244
826067,115.50,-164.50,24.2669,-4.1773
829973,-126.50,-141.50,28.3256,-7.5688
833879,-351.50,-188.50,21.6930,-1.6747
837785,-296.50,-201.50,14.4812,6.4579
841691,-30.50,-164.50,17.8718,11.1953
845597,95.50,-111.50,23.6264,18.3632
